0.4666 0.5073 1.5193 0.85407 -0.28174
0.59589 -2.18935 0.69856 -0.45889 -0.21069
-0.98499 0.72964 0.00018 -1.04714 1.3921
-0.16216 0.9467 -0.64661 0.09146 -0.91338
0.86998 -0.42801 -1.27786 1.44644 0.18423
0.79518 0.64508 -0.03357 0.25163 -0.74169
-0.6134 -0.14863 0.08881 1.76007 2.21578
-0.63431 0.55681 -0.45203 -0.25371 -1.22237
-0.92973 0.24924 -1.02575 0.59348 1.22709
-0.41267 0.63148 -0.86789 0.43421 -2.58914
-0.53833 -0.75733 -0.07294 -0.46191 -0.09165
2.27458 -1.66134 1.77782 -2.66817 0.49635
-0.42006 -0.45729 -0.99673 -0.23245 1.58903
-0.83864 1.20741 -1.3258 2.54835 -1.86283
-0.25106 -1.69272 0.38206 -1.09145 0.93184
0.5427 -0.95092 3.31315 -0.52654 0.80551
0.51395 0.48208 0.87301 0.51695 -2.31471
0.0624 -0.39548 0.64036 0.78984 0.88158
0.13708 0.63229 -0.0562 -1.48042 -0.44428
-0.95812 0.02901 1.17039 -0.19165 -0.24181
0.33142 -0.76692 -1.73936 -1.42878 0.11314
2.14838 -0.85761 0.36765 -0.34965 0.40296
-1.41169 -0.55486 1.2177 1.59082 0.62416
1.42901 0.75211 1.39371 0.03012 0.85605
-0.71412 1.64224 -1.40007 -1.46154 1.15589
-0.87699 -1.14648 1.56255 -0.86174 2.03949
-0.50461 0.8214 -0.71221 -0.43145 -0.9861
0.89724 -1.24003 -0.0906 0.04405 -0.83653
-0.24925 -0.95074 -1.8491 0.25243 -0.4702
-1.08011 0.4016 0.67124 0.01384 1.2898
-0.90002 0.94154 -1.51751 0.60529 -2.05279
-1.43655 1.05158 -0.08112 -0.38614 -0.99129
0.20838 -1.21506 -0.05408 -1.15661 -0.56791
1.73271 -0.10959 0.2455 1.16622 0.39257
-0.70694 -1.74862 0.71805 -2.00883 -1.00404
-0.62055 -0.26041 -0.3346 1.67496 1.4
1.07672 -0.5138 -0.02185 0.51329 1.62967
0.27073 0.53219 1.00395 0.93033 -0.39959
2.5714 -1.11872 0.818 -1.17672 0.5274
-0.62633 -0.72082 -0.56648 -1.72716 0.5578
-3.07578 1.12248 0.56419 0.62397 -1.41141
-0.92524 -0.17172 0.88768 -0.35099 -0.54069
0.17548 0.18562 1.48827 -0.46719 0.35158
-0.1241 -1.30634 0.65582 0.67331 -1.73822
1.30382 -1.73526 1.71587 1.40481 0.3573
-0.11443 1.14225 2.04345 -1.58874 0.87951
0.27198 0.22119 0.92146 0.69872 1.79428
0.02045 0.51247 0.06176 -0.26897 -1.80634
-0.27134 1.27723 -2.16367 -0.64311 -0.50946
-0.45779 -0.05674 -0.73259 -1.2974 -1.52564
-1.48648 0.10545 -0.53056 -0.57662 0.72657
-0.67239 0.31293 -1.24758 -0.24647 1.68996
-0.91772 0.2219 1.01921 -1.18867 -0.68102
1.33395 -0.55325 0.46231 -0.60388 0.63205
-1.44268 1.2005 -0.87408 0.04765 -1.73627
0.0291 -2.42448 -0.12782 -0.46042 -0.20215
1.30914 0.55928 0.96031 0.73089 2.11916
-0.64533 0.50681 1.45123 -1.29951 -1.60649
0.3885 -1.99661 -0.52471 -1.01073 -0.99657
-1.04514 2.26927 -1.37909 0.46122 1.09506
-0.54483 -0.70634 1.92913 0.69721 -2.09336
0.88706 0.85577 -0.84414 -1.13762 0.58814
-0.50066 -0.55055 -0.83988 -1.35127 1.12893
0.50043 -1.2144 -0.27077 0.59291 -0.26968
0.85846 0.41168 -1.39427 -0.45028 -0.53005
-0.4915 -1.56111 0.90086 -1.91767 0.43517
0.36893 -0.22447 0.6128 1.61064 -0.99541
0.64927 -0.45211 0.08757 0.64128 -0.11829
0.51813 1.08884 0.96339 -1.56491 -0.10164
2.03241 0.05273 -0.13859 0.39033 0.95833
0.43908 -0.40141 -1.39076 -0.63315 0.86655
-0.01401 0.56171 0.64583 -0.77258 0.91805
-1.25712 0.41636 -0.14187 0.39861 0.71468
0.50061 0.76394 -1.46631 -0.32064 -1.16576
-0.20889 -1.171 -1.47805 -2.44151 -1.15229
-1.84007 0.43588 -0.02567 1.30462 0.33829
1.93924 1.58307 -0.47454 0.56792 -0.96918
-1.65031 0.67228 -1.39104 0.07283 0.285
-0.74648 -0.48168 0.14831 -0.0826 0.022
0.21607 -1.87403 1.23433 0.33329 0.52293
-1.79638 0.62305 -1.15929 2.28609 0.27333
-0.51946 -0.51297 1.73391 -0.156 0.0677
1.29362 -0.80284 -1.50477 -0.42744 -1.28631
-0.14224 0.0306 -0.68172 0.12488 -0.12442
0.84611 0.00734 -0.46323 0.54097 -0.589
0.55996 0.24139 0.09462 0.81097 0.0569
-1.7317 0.46563 -2.48107 0.68007 -2.11494
1.28889 -0.36116 -0.52865 0.6901 -0.71614
-0.63206 -1.14756 -0.67568 0.44973 0.0969
-0.38997 -1.78641 -1.15629 3.01449 -1.9867
-0.21502 0.36268 0.79846 0.20074 -0.72914
1.28754 -0.26848 0.64562 -1.27973 0.45497
0.94166 -0.20687 2.07198 -2.61486 -0.12688
-0.31731 0.18932 0.65464 -0.27046 2.91687
-1.08325 -1.08172 0.69642 -0.42827 0.77938
0.49151 1.6078 -0.73446 -0.12718 0.62174
-0.10907 -0.9255 0.2424 0.79053 -1.3519
0.64447 -0.37853 -0.87426 -1.42253 0.22185
-0.72039 -1.26611 -0.60658 -0.7897 -0.12376
1.49897 -2.95781 1.42291 0.62111 -0.72168
0.4976 -1.38917 3.29236 -1.42036 1.06357
1.019 0.22463 -1.10282 -0.47156 -1.51885
0.55553 -0.19202 -0.12189 1.57109 -1.16313
0.20839 1.24761 -0.01843 -0.11806 -1.53213
0.40267 -0.34068 0.89209 0.19518 -1.06252
0.5944 -0.10796 -0.62672 0.83101 0.28936
-1.98034 -1.06366 -1.34628 0.09868 -0.75652
-0.28928 0.2273 1.01406 -0.40406 0.55554
-0.12115 0.96336 -0.63648 1.04963 1.30536
0.4461 -1.21279 1.33383 -1.02253 -0.0944
0.19678 0.28214 0.57439 0.73672 -0.03148
-1.43046 2.04293 -1.31969 0.6622 -0.38406
2.10978 -0.89609 -1.07722 -0.97119 -0.88454
2.38234 0.10711 -0.00907 -0.83827 0.51323
-0.14059 -0.81666 -2.43858 0.35107 -1.15391
-0.49372 1.47571 0.79584 0.60926 -0.96896
-1.20713 1.76496 -2.561 0.81372 -1.8964
-0.14493 0.11855 -1.32058 0.65085 0.04245
-0.33351 -0.18163 -0.45097 2.00489 0.41657
1.59782 -0.67366 1.21881 0.60255 1.362
-1.56772 -0.09664 -1.51411 -0.61569 0.1805
-0.88374 0.17483 -0.16245 -1.1727 0.49461
-1.24322 0.71824 0.36208 -0.31162 -1.32848
-0.54813 -0.19785 1.28696 -0.4479 0.07573
0.7447 1.0634 -1.56867 0.07908 -1.82404
-0.80635 2.28425 -1.56214 1.09282 -0.62262
-0.52924 -0.06469 -1.99033 1.06924 -0.69628
-0.81779 0.53581 -0.44257 0.10044 0.75594
1.41166 1.0346 -0.3092 0.78199 0.43614
-0.10727 -1.69167 0.41728 -1.39539 1.81097
0.18085 1.14277 -0.15403 2.24121 0.61886
-0.65844 -0.06923 0.36101 -1.10991 0.70823
-0.88674 0.05988 -0.03085 1.18409 -1.1407
1.648 -0.15835 1.35993 0.72099 0.40088
-2.13009 -1.03372 0.02132 0.19854 1.90741
-0.73704 -0.11993 0.66808 1.32027 -0.18698
0.47816 0.29182 -0.065 -0.57619 -0.40056
-1.36947 1.08328 -0.24461 -0.77202 1.01722
0.44678 -0.84884 -0.06852 0.11492 -0.32387
2.1814 2.1232 0.94044 0.19512 -0.92056
0.30578 0.97188 -0.00891 0.42647 1.49927
0.77048 -0.40441 -0.28031 -0.68876 0.3423
0.42811 0.91344 0.31406 0.23285 0.52606
